"","x"
"420",223.982014673145
"421",306.932400673045
"422",195.851667611005
"423",249.116695324733
"424",247.106263150847
"425",276.669352384261
"426",244.978306096884
"427",341.286797279048
"428",268.902579423696
"429",236.57403054719
"430",238.272121395534
"431",252.558977993768
"432",230.299269192831
"433",248.247091629015
"434",155.900989659619
"435",168.310655332661
"436",222.032796711771
"437",299.486852916837
"438",228.637099070037
"439",234.183121492882
"440",220.798671875566
"441",295.96356709796
"442",298.198408223992
"443",132.762486252241
"444",239.932801627703
"445",303.167450437748
"446",330.730788544091
"447",309.43096760186
"448",237.86479323073
"449",187.822547927398
"450",272.004339542802
"451",305.670802549409
"452",287.488485782213
"453",192.154640058416
"454",347.482363758495
"455",236.146368297275
"456",272.096040348207
"457",250.929792072686
"458",343.672467720688
"459",257.179435471197
"460",275.766726354053
"461",264.915752638728
"462",287.329190124425
"463",283.570105443019
"464",219.412097263009
"465",227.562430585132
"466",148.207190431902
"467",271.947921543727
"468",229.515845712823
"469",336.416114497902
"470",289.398118313949
"471",254.697287640165
"472",206.850305260958
"473",261.406665453451
"474",324.53419322366
"475",233.308465031468
"476",263.838989092822
"477",250.698710253927
"478",119.88079481165
"479",227.806191784996
"480",249.394314170216
"481",155.850554535865
"482",187.240867246729
"483",195.443388544777
"484",354.175678092108
"485",270.436507239643
"486",236.1556623669
"487",283.434148985626
"488",290.030008767946
"489",249.574638275371
"490",301.583014311592
"491",295.222301395806
"492",194.627040400123
"493",273.852179619622
"494",184.721814510035
"495",251.055134697818
"496",312.235866676118
"497",267.491405734838
"498",244.841373571532
"499",225.218413771454
"500",237.388335911249
"501",182.784105565696
"502",211.527540335241
"503",232.447020337508
"504",277.640543374374
"505",160.869263816708
"506",266.042443829231
"507",92.2193188525553
"508",281.740312264024
"509",199.796095306716
"510",280.641210960778
"511",246.189192465631
"512",307.928139265448
"513",291.649602151386
"514",272.850401254458
"515",233.174044923488
"516",213.483538143407
"517",221.57566510116
"518",259.208036710662
"519",264.604758575676
"520",237.178944331612
"521",244.347937798824
"522",265.769280005498
"523",248.352768537269
"524",170.414562475294
"525",291.288109419671
"526",259.202293781208
"527",215.499888548299
"528",178.691332982818
"529",308.122132860727
"530",157.74555443656
"531",324.671930040623
"532",199.587484250432
"533",287.811751602707
"534",294.394038084091
"535",169.512826696939
"536",249.278364983193
"537",225.177363111131
"538",195.781938598036
"539",215.101237420542
"540",279.511117747969
"541",162.804097829294
"542",245.965312065032
"543",184.245979675458
"544",205.758368129535
"545",182.855075616831
"546",202.339287759527
"547",230.204467031067
"548",304.91543379456
"549",227.166702398448
"550",244.408616835895
"551",288.086639618669
"552",272.134732827233
"553",178.074608241371
"554",246.091062257918
"555",252.028326390068
"556",221.957232302452
"557",236.089849503032
"558",290.826072039062
"559",196.938487370475
"560",256.817404200687
"561",252.184574490297
"562",219.281899937749
"563",239.799981882784
"564",286.590173493664
"565",262.707242144422
"566",171.140068198662
"567",311.539425506641
"568",153.071079095721
"569",120.817770299726
"570",244.95471752204
"571",377.528387501063
"572",209.636509726964
"573",292.664589925983
"574",223.081319686883
"575",248.966308587948
"576",160.352365254569
"577",196.639984006367
"578",251.248776365828
"579",174.899139829731
"580",257.869274963242
"581",240.257610177356
"582",328.098527693474
"583",283.012375145292
"584",164.860614263471
"585",270.387071400812
"586",282.830988217045
"587",222.083034439159
"588",309.511937171379
"589",196.026807953351
"590",277.191933359588
"591",314.091455680931
"592",289.141448956568
"593",238.898024673606
"594",184.269906807099
"595",215.903583358846
"596",211.495457974795
"597",256.386178792974
"598",291.200878310808
"599",249.576126530046
"600",257.008554438629
"601",166.895843435475
"602",225.016732004172
"603",189.567797932399
"604",277.010379082128
"605",163.499379976806
"606",170.60373898033
"607",194.278276752626
"608",234.974789184233
"609",233.689646339544
"610",242.044752081349
"611",334.032837278833
"612",232.941831545322
"613",309.764011351263
"614",212.334972985705
"615",241.497671873607
"616",215.206239426102
"617",197.966091939337
"618",129.578718356246
"619",224.767479916429
"620",191.628298184932
"621",175.71893535192
"622",256.576396050682
"623",206.382783408288
"624",259.625881956679
"625",281.289819353229
"626",296.900029093448
"627",286.047773273282
"628",260.813103901413
"629",157.421534207162
"630",195.306839624804
"631",261.713537569178
"632",247.624556014609
"633",329.93572830916
"634",210.691775573924
"635",328.31287811954
"636",266.562256945583
"637",263.406833440657
"638",223.385905421932
"639",261.5108755852
"640",220.521595405314
"641",222.201614704658
"642",287.165587520827
"643",305.55620112239
"644",193.493577163198
"645",234.332960622263
"646",324.088207232
"647",279.535157527756
"648",142.686624924457
"649",252.414300803835
"650",294.471522063913
"651",266.855889016502
"652",264.549391097679
"653",241.375792241671
"654",231.09092541516
"655",283.023197745258
"656",248.365430010704
"657",173.067322871767
"658",257.557093793449
"659",159.415231565559
"660",221.707623045953
"661",294.281179579642
"662",287.576840438575
"663",223.80298801088
"664",260.230307626742
"665",235.714198549721
"666",294.792081769303
"667",252.579785903583
"668",294.233852613135
"669",240.00824561559
"670",326.001067229033
"671",219.98489522278
"672",281.472161557228
"673",232.707305444272
"674",191.644439680141
"675",243.250907843136
"676",202.550060374931
"677",207.960817303678
"678",251.70642860189
"679",245.547919635394
"680",225.924847170004
"681",211.441844825461
"682",157.858662162223
"683",196.379898782224
"684",210.397918181722
"685",207.017274364404
"686",295.655968722358
"687",318.947975091384
"688",168.995990685048
"689",324.513284695214
"690",287.334590125384
"691",245.716118820074
"692",303.533424771293
"693",305.941478255091
"694",273.416319018029
"695",255.54844988278
"696",214.965882536008
"697",299.162211811283
"698",254.667148645216
"699",264.471478693798
"700",233.830413763531
"701",317.078828688721
"702",276.748911730232
"703",219.757911404121
"704",248.618989598961
"705",202.299009763056
"706",215.899050001686
"707",267.931211869421
"708",270.036642829197
"709",261.364272973836
"710",221.337600573014
"711",292.359906692259
"712",196.341879952963
"713",265.933721788256
"714",250.841060791941
"715",207.083929496321
"716",179.847429248842
"717",240.012214125153
"718",263.17243079921
"719",283.393031097519
"720",304.901020531236
"721",160.303639227833
"722",284.889874791037
"723",311.997084891346
"724",218.746620341051
"725",238.648101477135
"726",318.649122578704
"727",52.0799649648237
"728",246.521233728495
"729",259.324336168472
"730",249.875164227083
"731",212.632100586277
"732",184.426136042921
"733",135.184119414398
"734",195.093922221981
"735",225.157767668277
"736",322.261470370828
"737",261.479831007231
"738",248.866557877062
"739",259.960242372244
"740",243.426171354418
"741",164.015454271575
"742",284.538242715238
"743",262.114196856484
"744",120.157629123702
"745",260.225388439741
"746",199.68206425802
"747",229.584592699247
"748",211.318251495889
"749",235.722136544846
"750",261.796103071263
"751",249.311187498841
"752",253.057133177728
"753",220.525163356608
"754",190.959508178705
"755",269.328735600218
"756",241.48198948867
"757",258.896426262449
"758",290.790952925702
"759",271.072681156224
"760",264.635754983945
"761",176.626053047883
"762",212.813967753349
"763",202.076515694102
"764",275.67987158242
"765",311.077025931661
"766",270.61926462491
"767",286.100822554066
"768",318.037252600829
"769",195.492165502028
"770",265.002287370343
"771",185.841623644174
"772",254.484798717124
"773",339.190561317745
"774",224.243698396838
"775",245.281628560174
"776",230.021994192365
"777",242.842407257233
"778",288.739466514004
"779",186.943111957231
"780",302.18400934605
"781",207.683939351602
"782",186.021910484175
"783",264.119592744519
"784",217.454480671771
"785",208.391693137818
"786",189.610358443663
"787",290.084984595515
"788",304.145880483884
"789",339.197430662714
"790",141.215871759729
"791",145.629768834837
"792",235.861333748297
"793",263.26952013034
"794",208.946815427126
"795",169.558714074246
"796",181.504925023162
"797",268.525809961337
"798",189.889832710735
"799",186.450781096835
"800",230.097708432982
"801",327.385290638474
"802",269.662591989588
"803",144.354673646854
"804",203.224025650615
"805",238.96491548997
"806",244.22833411141
"807",211.507797341099
"808",227.18666582706
"809",259.809463349046
"810",188.884427596431
"811",258.156445445777
"812",206.459486200634
"813",262.11353441186
"814",169.652764945403
"815",227.273348227037
"816",166.832946866
"817",210.265733079027
"818",238.949255611368
"819",297.15404685665
"820",271.806815637477
"821",270.029352395755
"822",179.74073547052
"823",228.189225468924
"824",258.657904132495
"825",239.489430069761
"826",297.665167026945
"827",260.560975892502
"828",199.911502834942
"829",244.160103082222
"830",339.490341772378
"831",231.648402687105
"832",296.583442550247
"833",180.408014790028
"834",295.747848802906
"835",236.133981720853
"836",272.222118658918
"837",237.039536497702
"838",275.397939920207
"839",200.916146508503
"840",296.178352829854
"841",204.704058657528
"842",276.335101888865
"843",203.85826604617
"844",271.632896229871
"845",212.563566889087
"846",246.684607323099
"847",214.755496342766
"848",254.930417648159
"849",218.359293598805
"850",288.005006183375
"851",222.098556677313
"852",260.028440851746
"853",342.632700784833
"854",133.842750532859
"855",205.776267613056
"856",187.176710876822
"857",128.561997564305
"858",217.796226047335
"859",326.332449457694
"860",267.196709577306
"861",185.095561980876
"862",156.0431619692
"863",258.51099224995
"864",228.71159705071
"865",260.887681283613
"866",279.973732919743
"867",293.578414836815
"868",252.412585139423
"869",218.976012193695
"870",262.442887798863
"871",177.101209270399
"872",288.112931960864
"873",262.080734929247
"874",246.433406566432
"875",232.609588742494
"876",280.773534962169
"877",228.743272374911
"878",249.664695979587
"879",271.198434086394
"880",257.560291230792
"881",287.5606400706
"882",229.601222446456
"883",250.77964420096
"884",276.737220045141
"885",254.587835875941
"886",253.230059224785
"887",258.72466942677
"888",204.864919021349
"889",300.643171774365
"890",274.712324891187
"891",216.933461930336
"892",285.655439029256
"893",231.560800923452
"894",286.402171877553
"895",245.446285696278
"896",199.993245385723
"897",241.660500335941
"898",207.520523895261
"899",195.536836710736
"900",277.159130425436
"901",310.88423968742
"902",229.321680926438
"903",219.809561406569
"904",198.878415764831
"905",227.93818015729
"906",181.531103643258
"907",282.278940711929
"908",136.895328127382
"909",143.586488437121
"910",236.248575275354
"911",268.129143844497
"912",227.263962699932
"913",209.086560721448
"914",282.530995401147
"915",244.947433228101
"916",177.226289092866
"917",157.86069467394
"918",258.963675633817
"919",213.487886952692
"920",179.743854317073
"921",272.274803799218
"922",301.457860886484
"923",270.573248540458
"924",250.790338244477
"925",195.828542570178
"926",167.557378976686
"927",153.50908617802
"928",251.827408091022
"929",150.762337427233
"930",235.911322383085
"931",238.584913630235
"932",236.344103117589
"933",264.330398781164
"934",302.134272400784
"935",286.306297759135
"936",289.815582942072
"937",227.925074070844
"938",288.747361264304
"939",210.295113928998
"940",181.4679935884
"941",256.744162021023
"942",197.180024975538
"943",218.396935878021
"944",274.956602617905
"945",258.018880939614
"946",230.74145069909
"947",305.4162578933
"948",277.950914713439
"949",222.129862036066
"950",107.39404942807
"951",165.275076955504
"952",249.746557510078
"953",248.65375470697
"954",212.945438305863
"955",282.718441703299
"956",169.145680368093
"957",248.852918259812
"958",237.764586408988
"959",307.983843678186
"960",337.601771331208
"961",273.171818883207
"962",260.595751727732
"963",254.388966812516
"964",286.695050576543
"965",224.080217237936
"966",279.605942977015
"967",245.291117537438
"968",192.140904496347
"969",227.530182359104
"970",207.576820932872
"971",232.832570798406
"972",211.091137395674
"973",236.134346814426
"974",176.617306361999
"975",297.885043094508
"976",314.026764143299
"977",228.780266795991
"978",209.580995628014
"979",258.048662111176
"980",248.141851560785
"981",184.538856579399
"982",250.921147007971
"983",249.153926409152
"984",266.112465931958
"985",155.27751080741
"986",261.063973300125
"987",176.868540242075
"988",217.209471523773
"989",275.310544379118
"990",239.4794345808
"991",204.733704471343
"992",207.286446917694
"993",278.753469786506
"994",286.266700564137
"995",219.976352082839
"996",195.527498568677
"997",246.097864124231
"998",320.041602958888
"999",284.928456909709
"1000",279.135737264193
"1001",247.063685729565
"1002",317.464676916562
"1003",357.632185382437
"1004",240.08792279901
"1005",173.803807149643
"1006",323.509970845303
"1007",154.553033859599
"1008",262.987621816255
"1009",370.468875891756
"1010",237.518433084118
"1011",236.750245209231
"1012",264.311824643183
"1013",152.213262600394
"1014",255.193149874059
"1015",287.193213065685
"1016",170.83111941947
"1017",288.584621376263
"1018",211.166819291703
"1019",260.154647293508
"1020",277.951371486494
"1021",240.496081591676
"1022",189.354173115376
"1023",235.420660835583
"1024",180.082196999248
"1025",174.102985538346
"1026",296.891998994849
"1027",214.788495801033
"1028",261.795938710415
"1029",154.577510426879
"1030",225.69737611
"1031",257.589699401675
"1032",305.577412004469
"1033",234.481444262575
"1034",211.56353833382
"1035",232.596173896148
"1036",257.000050648519
"1037",254.979667748295
"1038",246.126820017992
"1039",161.204948959976
"1040",309.597048553354
"1041",220.938568169007
"1042",329.649059990431
"1043",222.266090653788
"1044",289.297630174373
"1045",200.106380770157
"1046",305.450204449685
"1047",210.474573205499
"1048",290.310653055457
"1049",178.098656964572
"1050",204.061455582981
"1051",251.659717220897
"1052",176.010505999468
"1053",344.616552567644
"1054",220.497617736434
"1055",195.474339427143
"1056",374.960994050456
"1057",212.407264278545
"1058",171.388601271417
"1059",304.952824991776
"1060",264.623314044717
"1061",278.346445643888
"1062",293.156081388422
"1063",246.071620761419
"1064",244.457147343945
"1065",234.798888190405
"1066",178.842533987939
"1067",202.7528745768
"1068",305.195005030326
"1069",265.662798750888
"1070",233.037752314816
"1071",158.60170093052
"1072",183.030692114246
"1073",216.564034610856
"1074",245.129125668284
"1075",215.795254530078
"1076",293.327640285042
"1077",222.021568686264
"1078",178.826203390741
"1079",305.703265735076
"1080",318.332268141023
"1081",227.990914770576
"1082",318.15337161132
"1083",344.612942970669
"1084",190.642874914084
"1085",226.420249007289
"1086",257.445243585501
"1087",231.290258445626
"1088",261.315229717529
"1089",231.63587190546
"1090",241.957895598515
"1091",280.841666469624
"1092",178.971464831384
"1093",297.269136763922
"1094",208.810550712905
"1095",273.04809024872
"1096",298.006129565656
"1097",266.661420765636
"1098",253.498616904799
"1099",275.310073160389
"1100",238.234240204836
"1101",325.446947869736
"1102",275.497252796193
"1103",319.652014531437
"1104",245.53520854761
"1105",184.893327160545
"1106",191.359649622473
"1107",230.696211404273
"1108",257.723946889011
"1109",224.2721445453
"1110",312.824431501638
"1111",263.824893608302
"1112",235.863235485713
"1113",245.007612568016
"1114",273.897347284906
"1115",187.481361658028
"1116",176.336461102575
"1117",221.546635277859
"1118",228.606366206175
"1119",347.804151759484
"1120",202.981049656662
"1121",265.805937147888
"1122",258.695493149787
"1123",253.015316705585
"1124",215.928863524611
"1125",187.440087403382
"1126",193.551295996453
"1127",233.661221558981
"1128",315.431225028569
"1129",191.21525354631
"1130",159.915259838083
"1131",214.291598251714
"1132",235.142181091811
"1133",244.875181270797
"1134",144.660551553541
"1135",181.505774313733
"1136",411.330991974075
"1137",238.706300380957
"1138",298.723925754376
"1139",177.475781994681
"1140",189.684731734252
"1141",243.794377317743
"1142",147.789930403862
"1143",171.385932802366
"1144",213.255968929217
"1145",149.109435700016
"1146",259.020847048834
"1147",311.429491518346
"1148",204.187608066186
"1149",190.649985960513
"1150",210.485536113135
"1151",254.044115459769
"1152",293.185137386083
"1153",257.497913377803
"1154",237.558004132466
"1155",299.972958865582
"1156",255.216470189281
"1157",181.815196518924
"1158",138.742139862259
"1159",211.221001816702
"1160",296.469937511088
"1161",196.748552665453
"1162",228.446540299589
"1163",231.206327708525
"1164",237.749818275622
"1165",278.860930272505
"1166",234.751437651261
"1167",229.283220489391
"1168",222.921499149182
"1169",309.607670328207
"1170",253.270357903414
"1171",294.340025861302
"1172",185.03951155489
"1173",265.666434423
"1174",215.161988078977
"1175",200.696687811646
"1176",265.485159171472
"1177",280.882849176269
"1178",248.799287554565
"1179",225.562512294818
"1180",168.452825530145
"1181",214.361713272348
"1182",173.239679831035
"1183",179.338818425473
"1184",187.202384976307
"1185",211.246747104384
"1186",198.645927794486
"1187",211.590928522704
"1188",248.777527888202
"1189",210.330402413123
"1190",286.878285099961
"1191",283.88429883349
"1192",180.077271585687
"1193",214.506488512211
"1194",257.862674946159
"1195",219.87757965621
"1196",251.257915259979
"1197",201.117808026644
"1198",185.486623233767
"1199",190.153097320281
"1200",293.246326649975
"1201",361.998668793706
"1202",225.023007946931
"1203",229.517579932442
"1204",316.996968957733
"1205",367.416623979435
"1206",219.295827288623
"1207",140.397701297022
"1208",255.716398596661
"1209",265.672256708863
"1210",264.457016558958
"1211",235.87118609408
"1212",214.741527090214
"1213",279.193944693547
"1214",315.273072539803
"1215",220.551047530228
"1216",278.84866078475
"1217",317.143094566245
"1218",198.679143757621
"1219",276.521278267753
"1220",180.671394782049
"1221",250.288501951138
"1222",159.310243607985
"1223",298.376731980934
"1224",199.074223872282
"1225",263.269319232589
"1226",219.497656239232
"1227",191.764987198113
"1228",258.760318804503
"1229",186.301530075432
"1230",300.629278999912
"1231",289.150793465725
"1232",274.18146011213
"1233",213.169821910628
"1234",250.207592597852
"1235",207.440289342799
"1236",252.961623476142
"1237",247.557985764756
"1238",270.00773277774
"1239",211.554417320366
"1240",194.850135155762
"1241",259.762709399321
"1242",232.157364519316
"1243",247.93067501469
"1244",321.187816376545
"1245",324.57662424078
"1246",282.128511174905
"1247",261.933507405838
"1248",267.264163811658
"1249",208.022911829813
"1250",272.10367266825
"1251",272.744384387216
"1252",304.539346639155
"1253",279.227344116341
"1254",238.43402467839
"1255",254.001604688008
"1256",242.212879803195
"1257",230.888488107514
"1258",258.259243367974
"1259",218.497017222524
"1260",196.201495166751
"1261",230.278025972916
"1262",286.086970183271
"1263",277.524868049787
"1264",233.50207518429
"1265",207.541020164908
"1266",304.135429157128
"1267",175.412870006389
"1268",216.805310562606
"1269",233.50641282317
"1270",237.350455055907
"1271",138.437628287421
"1272",247.835112531855
"1273",175.953257644048
"1274",270.095740535147
"1275",232.430272057124
"1276",124.117657421073
"1277",226.739760177033
"1278",297.236943625847
"1279",227.899398224444
"1280",246.012323052975
"1281",316.623282009266
"1282",205.022196101237
"1283",202.395877913254
"1284",131.69958886155
"1285",352.050481241709
"1286",192.854524094152
"1287",146.741903004674
"1288",122.187795118608
"1289",211.170666057074
"1290",168.429313128243
"1291",196.842588415676
"1292",241.724581673925
"1293",292.793111556272
"1294",239.292840106857
"1295",239.186315455149
"1296",222.099108695994
"1297",303.26566136704
"1298",219.619387396301
"1299",233.774460645422
"1300",219.413773994699
"1301",207.268889815321
"1302",215.051818404932
"1303",190.677679154249
"1304",351.626367721033
"1305",216.147300763086
"1306",291.944610905142
"1307",305.863949670493
"1308",286.660276174843
"1309",291.802918282563
"1310",309.836232565055
"1311",319.462960813979
"1312",212.801639479359
"1313",225.883262643248
"1314",166.418222786324
"1315",240.037649966883
"1316",255.55828787867
"1317",313.956864638367
"1318",294.908293134473
"1319",279.451821609412
"1320",191.792592296807
"1321",194.289477683606
"1322",259.416411136345
"1323",239.172757996944
"1324",92.9704656652998
"1325",307.206454229725
"1326",231.528738471983
"1327",251.23849654459
"1328",246.72011694415
"1329",251.180598960929
"1330",286.649344343355
"1331",258.618758029708
"1332",322.41263152066
"1333",270.001822534684
"1334",200.946666299602
"1335",271.02977261218
"1336",190.20025763215
"1337",235.404580917619
"1338",213.879435415704
"1339",309.961754335777
"1340",222.039763071893
"1341",321.70499564851
"1342",190.952879407058
"1343",182.003634453935
"1344",284.904628135354
"1345",357.685954559164
"1346",261.422619412959
"1347",205.736272332002
"1348",302.119387018943
"1349",375.173234906241
"1350",191.740927477952
"1351",164.949961368386
"1352",250.418743742681
"1353",246.403193243893
"1354",221.528959697382
"1355",213.881897935762
"1356",160.89963760917
"1357",219.085080713187
"1358",237.534016426312
"1359",155.059466299326
"1360",199.128137968068
"1361",208.889294043056
"1362",241.721320487333
